File Name,LOC,Comment Percentage,Number Of Functions,CycloComplexity,Max Depth,Weeks Covered
studentscripts/Brennock.py,295,27.97 %,66,"[3, ['GA', 'popList', 'randomize']]",8
studentscripts/textModel.py,389,25.68 %,68,"[3, ['compareTextWithTwoModels', 'compareDictionaries', 'smallestValue']]",8
studentscripts/FloHw2Pr3.py,113,62.97 %,2,"[4, ['sqfracs', 'scaledfracs', 'unitfracs', 'c']]",4
studentscripts/connect4.py,715,33.67 %,202,"[3, ['playGame', 'nextMove', 'tiebreakMove']]",7
studentscripts/MohanYoung.py,441,33.50 %,163,"[3, ['scoreBoard', 'winsFor', 'inarow_Neast']]",7
studentscripts/tetris.py,877,26.85 %,290,"[4, ['hostGame', 'aiMove', 'colsToWin', 'addMove']]",7
