File Name,LOC,Comment Percentage,Docstring Percentage,Blank Percentage,Number Of Functions,Average Function Length,Number of Loops,Average Loop Length,CycloComplexity,Max Depth,Execution Time,Class,Semester,Year
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_hw9_ist341_spr25.py,708,36.86440677966102,11.016949152542372,27.683615819209038,8,16.375,7,4.0,33,1,1.501554012298584,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw8pr2word_embedding .py,606,35.148514851485146,6.6006600660066,30.363036303630363,6,21.5,7,7.285714285714286,34,2,1.488023042678833,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3510/final|hw7pr1iri_modeler__1_ .py,1092,46.61172161172161,5.21978021978022,24.084249084249084,9,14.88888888888889,13,5.230769230769231,54,2,1.3315439224243164,CS35,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_CGU_IST_341_Week_3_Functions,_Loops,_and_ (2).py",1156,22.058823529411764,17.906574394463668,31.314878892733567,48,8.791666666666666,38,4.605263157894737,148,3,timeout,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_352/final|hw2pr1 .py,694,39.913544668587896,5.187319884726225,28.38616714697406,8,17.125,2,5.5,20,2,timeout,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|'s_Copy_of_all_in_one_iris_modeler_DT_RF.py,1367,31.45574250182882,1.9751280175566936,17.117776152158008,8,11.5,29,7.344827586206897,228,1,1.295482873916626,IST341,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_CGU_IST_341_Week_3_Functions,_Loops,_and_.py",1138,25.48330404217926,17.223198594024606,32.249560632688926,38,9.973684210526315,33,4.454545454545454,122,2,timeout,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|_23972_link__Pham_Final_IST341.py,324,19.753086419753085,1.2345679012345678,28.08641975308642,2,18.0,1,2.0,4,1,1.2869319915771484,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_356/final|hw6pr1birth_modeler .py,723,47.16459197786998,1.9363762102351314,25.172890733056708,3,12.666666666666666,12,5.583333333333333,32,1,1.2588889598846436,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|hw8_ist341_spr24_ipynb__&_ (1).py,2613,39.68618446230386,0.6888633754305395,27.210103329506314,10,12.0,57,7.192982456140351,158,1,1.28230619430542,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_all_in_one_iris_modeler_DT_RF.py,1121,29.081177520071368,3.2114183764495987,20.428189116859947,7,11.571428571428571,24,6.708333333333333,128,1,1.3595356941223145,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_hw8_ist341_spr24.py,1172,39.249146757679185,1.3651877133105803,27.13310580204778,5,13.6,20,6.95,58,1,1.2713088989257812,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|'s_Copy_of_hw7_ist341_spr24.py,1484,40.09433962264151,2.358490566037736,29.582210242587603,11,11.454545454545455,29,4.896551724137931,80,1,1.2756822109222412,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_all_in_one_iris_modeler_DT_RF (2).py,1121,29.081177520071368,3.2114183764495987,20.428189116859947,7,11.571428571428571,24,6.708333333333333,128,1,1.2794058322906494,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|hw9_ist341_spr25_ipynb__and_.py,924,27.92207792207792,5.735930735930736,28.8961038961039,8,15.25,10,4.6,43,1,1.3333849906921387,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_356/final|hw8pr1digit_dreamer .py,628,28.503184713375795,11.464968152866243,25.0,8,24.0,8,16.0,34,1,1.3028910160064697,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_354/final|hw1pr1 .py,779,22.978177150192554,13.607188703465983,32.73427471116817,25,14.96,32,10.09375,153,2,1.356971025466919,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_353/final|hw6pr2digit_modeler .py,166,21.084337349397593,4.216867469879518,28.915662650602407,0,0,3,9.0,12,0,1.4118199348449707,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|hw8_ist341_spr24_ipynb__&_.py,2613,39.68618446230386,0.6888633754305395,27.210103329506314,10,12.0,57,7.192982456140351,158,1,1.2909069061279297,IST341,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_CGU_Week1_Cells,_Code,_and_Conditionals__&_.py",475,24.421052631578945,1.6842105263157894,30.94736842105263,2,43.5,0,0,53,1,1.3000788688659668,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3510/final|hw6pr2digit_modeler .py,771,44.87678339818418,1.8158236057068744,25.551232166018156,3,12.666666666666666,14,5.142857142857143,36,1,1.2581582069396973,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_all_in_one_iris_modeler.py,620,45.806451612903224,4.193548387096775,17.096774193548388,5,13.4,10,6.9,96,1,1.3207988739013672,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw6pr1birth_modeler .py,864,48.379629629629626,1.6203703703703702,24.76851851851852,4,9.75,14,6.0,38,1,1.2578620910644531,CS35,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_Week_5_CGU_For_libraries,_for_lists,_for_the_win__&_ (1).py",1128,28.634751773049643,9.840425531914894,29.78723404255319,25,9.76,16,4.9375,91,3,timeout,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_351/final|hw4pr1 .py,800,24.75,4.125,37.25,7,12.857142857142858,3,3.0,11,1,1.276073932647705,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw3pr1 .py,640,28.281250000000004,18.90625,31.406250000000004,11,16.09090909090909,14,6.714285714285714,62,1,1.6048688888549805,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw7pr2digit_modeler .py,524,44.274809160305345,1.9083969465648856,24.236641221374043,5,16.8,7,5.142857142857143,26,2,1.2883381843566895,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_356/final|hw8pr2word_embedding .py,503,32.80318091451292,8.548707753479125,32.007952286282304,6,21.0,9,5.222222222222222,43,1,1.3665189743041992,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw5pr1birth_cleaner .py,148,47.97297297297297,1.3513513513513513,34.45945945945946,1,3.0,2,2.0,6,1,1.2742619514465332,CS35,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|IST_341_Final_Project__,_,__.py",402,11.691542288557214,0.0,30.597014925373134,0,0,9,9.555555555555555,30,0,1.4318289756774902,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_358/final|hw5pr2digit_cleaner .py,213,40.845070422535215,0.0,34.74178403755869,0,0,5,2.0,12,0,1.338974952697754,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3511/final|hw5pr2digit_cleaner .py,213,40.845070422535215,0.0,34.74178403755869,0,0,5,2.0,12,0,1.2974720001220703,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3511/final|hw6pr1birth_modeler .py,717,47.140864714086476,1.9525801952580195,24.407252440725244,3,12.666666666666666,11,5.818181818181818,30,1,1.2946958541870117,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw6pr2digit_modeler .py,803,48.692403486924036,1.7434620174346203,25.280199252801992,3,13.0,11,6.0,30,1,1.3493618965148926,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_357/final|hw6pr2digit_modeler .py,166,21.084337349397593,4.216867469879518,28.915662650602407,0,0,3,9.0,12,0,1.4630000591278076,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_hw9_ist341_spr25M&.py,585,41.70940170940171,8.034188034188034,27.00854700854701,5,14.6,7,4.0,31,1,1.3234891891479492,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_355/final|hw7pr1iri_modeler .py,759,44.79578392621871,6.982872200263504,26.48221343873518,7,13.857142857142858,12,13.833333333333334,48,2,1.2884242534637451,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_352/final|hw0pr1 .py,669,28.550074738415542,13.303437967115098,32.585949177877424,16,10.75,22,3.909090909090909,85,1,timeout,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3512/final|hw0pr1 .py,666,35.43543543543544,5.105105105105105,33.033033033033036,16,12.25,22,3.727272727272727,81,1,timeout,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw8pr1digit_dreamer .py,824,34.101941747572816,6.796116504854369,27.305825242718445,6,29.5,15,4.133333333333334,50,2,1.3343102931976318,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3510/final|hw7pr2digit_modeler .py,586,42.66211604095563,2.3890784982935154,24.2320819112628,6,14.5,13,5.6923076923076925,62,2,1.3854808807373047,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_355/final|hw4pr1 .py,925,24.216216216216218,3.567567567567568,37.62162162162162,7,12.857142857142858,2,3.5,9,1,1.3832321166992188,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_356/final|hw4pr1 .py,847,25.737898465171195,3.896103896103896,34.710743801652896,8,12.375,2,3.5,9,1,1.331634283065796,CS35,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_Week_5_CGU_For_libraries,_for_lists,_for_the_win (2).py",1569,15.487571701720842,50.159337157425114,21.861057998725304,18,9.555555555555555,15,5.666666666666667,83,3,timeout,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3512/final|hw3pr1 .py,638,25.54858934169279,21.9435736677116,31.974921630094045,13,12.384615384615385,15,7.066666666666666,72,1,1.784562110900879,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3510/final|hw5pr1birth_modeler_2col .py,542,46.86346863468634,2.5830258302583027,26.752767527675275,3,14.333333333333334,10,5.5,28,1,1.3245010375976562,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_hw7_ist341_spr24.py,1841,42.96577946768061,2.498642042368278,29.06029331884845,13,10.615384615384615,38,4.315789473684211,98,1,1.293025016784668,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_354/final|hw2pr1 .py,616,38.311688311688314,1.6233766233766231,33.76623376623377,2,12.0,2,12.0,12,1,timeout,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_358/final|hw1pr1 .py,890,37.640449438202246,15.056179775280897,30.224719101123597,14,31.5,22,15.272727272727273,160,1,1.4344308376312256,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/ECON176-Data/assignments postllm/submissions_econ176_sp2025/submission_17613/final|Assignment 1- .py,511,18.003913894324853,5.088062622309197,38.551859099804304,6,15.666666666666666,13,3.3846153846153846,40,1,4.458868980407715,ECON176,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|hw8_assignment_notebook.py,2627,43.433574419489915,1.446516939474686,26.532165968785687,13,10.923076923076923,50,5.92,132,1,1.3117032051086426,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Assignment_5_Notebook__.py,1208,20.364238410596027,28.725165562913908,28.642384105960268,19,12.789473684210526,13,5.6923076923076925,87,3,1.2722928524017334,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_357/final|hw3pr1 .py,568,27.992957746478876,19.718309859154928,33.45070422535211,16,7.1875,10,8.2,52,2,2.263892889022827,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_355/final|hw8pr1digit_dreamer.py,838,39.140811455847256,7.637231503579953,28.639618138424822,8,33.125,13,7.0,44,2,1.2771499156951904,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Homework_9_Project_Preliminaries_and_Building_NNets.py,676,39.349112426035504,6.508875739644971,26.183431952662723,7,13.857142857142858,10,6.6,39,2,1.3005778789520264,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_354/final|hw4pr1 .py,794,22.921914357682617,4.156171284634761,36.649874055415616,7,12.857142857142858,2,3.5,11,1,1.266899824142456,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3512/final|hw1pr1 .py,1117,35.09400179051029,6.624888093106536,30.975828111011637,23,21.52173913043478,47,11.48936170212766,275,2,1.433332920074463,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_358/final|hw2pr1 .py,711,38.67791842475386,5.063291139240507,27.70745428973277,8,19.25,2,4.5,15,2,timeout,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw5pr2digit_cleaner .py,123,39.83739837398374,0.0,38.21138211382114,0,0,0,0,2,0,1.3406987190246582,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|IST341_Final_Project_.py,1343,23.976172747580044,0.0,22.85927029039464,0,0,8,2.0,24,0,1.3128180503845215,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_353/final|hw5pr2digit_cleaner .py,76,46.05263157894737,0.0,25.0,0,0,0,0,4,0,1.3514180183410645,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3512/final|hw8pr1digit_dreamer .py,759,43.47826086956522,4.61133069828722,27.931488801054016,11,22.727272727272727,13,3.8461538461538463,44,1,1.2941551208496094,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_356/final|hw9pr0_project_progre_and_plan .py,7,71.42857142857143,0.0,28.57142857142857,0,0,0,0,2,0,1.2558648586273193,CS35,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|_CGU_Week1_Cells,_Code,_and_Conditionals.py",549,20.76502732240437,2.185792349726776,28.59744990892532,2,76.0,0,0,61,1,1.2728278636932373,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3512/final|hw8pr2word_embedding .py,501,32.93413173652694,6.58682634730539,32.53493013972056,7,17.0,7,7.714285714285714,34,2,1.3421120643615723,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw4pr1 .py,902,26.496674057649667,3.6585365853658534,34.25720620842572,7,12.857142857142858,2,3.5,9,1,1.2419250011444092,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw9project_update .py,1345,20.743494423791823,1.1895910780669146,24.907063197026023,3,20.0,15,3.2666666666666666,43,1,1.3199069499969482,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/ECON176-Data/assignments postllm/submissions_econ176_sp2025/submission_1764/final|Assignment 1- .py,440,26.136363636363637,3.4090909090909087,38.86363636363636,6,8.5,8,4.25,28,1,2.8657917976379395,ECON176,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3510/final|hw8pr1digit_dreamer .py,875,35.31428571428572,6.9714285714285715,25.82857142857143,5,14.4,10,17.9,44,1,1.2892398834228516,CS35,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_Week_5_CGU_For_libraries,_for_lists,_for_the_win (3).py",1044,26.72413793103448,19.731800766283524,34.48275862068966,20,8.3,9,5.555555555555555,67,3,timeout,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3510/final|hw6pr1birth_modeler .py,805,48.32298136645963,1.7391304347826086,24.84472049689441,3,12.666666666666666,14,6.0,38,1,1.2633450031280518,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_359/final|hw8pr0final_project_exploration .py,619,16.962843295638123,2.5848142164781907,21.647819063004846,4,45.75,15,9.133333333333333,83,1,1.2107040882110596,CS35,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_CGU_IST_341_Week_3_Functions,_Loops,_and__('s_Copy).py",1137,27.176781002638524,12.049252418645558,33.773087071240106,39,9.256410256410257,35,4.628571428571429,127,3,timeout,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/ECON176-Data/assignments postllm/submissions_econ176_sp2025/submission_17613/final|Assignment 7- .py,461,18.655097613882862,2.1691973969631237,34.05639913232104,6,8.5,1,15.0,4,2,timeout,ECON176,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_hw7_ist341_spr24 (1).py,1381,36.35047067342506,2.8240405503258508,30.123099203475746,10,10.6,24,5.291666666666667,66,1,1.234955072402954,IST341,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|CGU_Week2_Strings,_Slicing,_and_Functions__&_.py",586,24.744027303754265,4.778156996587031,26.791808873720136,21,10.952380952380953,1,4.0,110,2,1.1952009201049805,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3511/final|hw1pr1 .py,890,37.640449438202246,15.056179775280897,30.224719101123597,14,31.5,22,15.272727272727273,160,1,1.3898632526397705,CS35,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_CGU_Week1_Cells,_Code,_and_Conditionals.py",798,13.533834586466165,1.8796992481203008,21.804511278195488,11,48.54545454545455,0,0,116,1,1.2311830520629883,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3512/final|hw5pr2digit_cleaner .py,79,22.78481012658228,0.0,45.56962025316456,0,0,0,0,2,0,1.2584190368652344,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_355/final|hw6pr2digit_modeler .py,674,45.40059347181009,2.0771513353115725,26.85459940652819,3,12.666666666666666,9,6.111111111111111,26,1,1.2167530059814453,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_352/final|hw3pr1 .py,487,25.87268993839836,18.480492813141684,35.1129363449692,13,10.923076923076923,15,4.533333333333333,46,1,1.4231901168823242,CS35,sp2025,2025
"/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|Copy_of_Week_5_CGU_For_libraries,_for_lists,_for_the_win__&_.py",1128,28.634751773049643,9.840425531914894,29.78723404255319,25,9.76,16,4.9375,91,3,timeout,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_3511/final|hw4pr1 .py,892,26.79372197309417,5.605381165919283,34.97757847533632,11,11.636363636363637,3,3.0,11,2,1.2145569324493408,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_354/final|hw5pr1birth_cleaner .py,77,22.07792207792208,0.0,46.75324675324675,1,7.0,0,0,2,1,1.189497709274292,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/ECON176-Data/assignments postllm/submissions_econ176_sp2025/submission_1761/final|Assignment 1-.py,637,31.554160125588698,2.3547880690737837,33.90894819466248,6,9.666666666666666,12,5.583333333333333,42,1,5.168022155761719,ECON176,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_355/final|hw8pr2word_embedding.py,589,29.8811544991511,7.130730050933787,35.82342954159593,6,20.833333333333332,7,8.285714285714286,31,1,1.2756061553955078,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_357/final|hw5pr1birth_cleaner .py,74,36.486486486486484,0.0,31.08108108108108,1,2.0,0,0,4,1,1.2082781791687012,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|_22155_1450055_Concert_FitFinder.py,98,1.0204081632653061,29.591836734693878,28.57142857142857,2,24.5,1,2.0,12,2,1.3741471767425537,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_354/final|hw5pr2digit_cleaner .py,118,16.94915254237288,0.0,46.61016949152542,0,0,1,2.0,4,0,1.2448949813842773,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_355/final|hw5pr1birth_cleaner .py,169,40.828402366863905,2.366863905325444,33.72781065088758,2,3.0,5,2.0,12,1,1.2083508968353271,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/IST341-Data/assignments postllm/submissions_ist341_sp2025/final|_24392_1449616_Final_Deliverable_Ist341__&_.py,240,16.666666666666664,0.0,31.25,0,0,0,0,2,0,1.3247647285461426,IST341,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_352/final|hw1pr1 .py,477,37.9454926624738,15.932914046121594,30.60796645702306,9,21.0,11,8.727272727272727,58,1,1.3379530906677246,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_355/final|hw7pr2digit_modeler .py,499,36.07214428857716,3.2064128256513023,31.462925851703403,6,13.0,10,15.0,36,2,1.2094688415527344,CS35,sp2025,2025
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments postllm/submissions_cs35_sp2025/submission_357/final|hw1pr1 .py,804,33.2089552238806,12.686567164179104,31.716417910447763,27,13.962962962962964,27,10.222222222222221,134,2,1.3324048519134521,CS35,sp2025,2025
