File Name,LOC,Comment Percentage,Number Of Functions,CycloComplexity,Max Depth,Weeks Covered,Project Type,Semester,Year
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295666802/milestone.py,121,0.0,10,44,3,7,picoBot,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/summer cs5 2024 section 1/submission_256718192/gpt.py,345,98.89579584492067,0,2,0,2,textGame_keywords,summer cs5 2024 section 1,520241
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295363927/final.py,354,29.31088244465232,16,50,3,7,textID,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295103322/Battleship.py,691,12.068604017276808,24,329,3,6,vPython,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294480900/final.py,862,20.129198966408268,27,304,5,7,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295461195/wordle_final.py,134,28.799819860391807,6,40,3,6,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295428966/Final.py,477,30.843178132962702,12,118,2,6,vPython,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295487293/final.py,172,13.780623608017816,9,69,2,6,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/summer cs5 2024 section 2/submission_258398573/final.py,477,10.384162496320283,9,93,1,5,vPython,summer cs5 2024 section 2,520242
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/summer cs5 2024 section 1/submission_256834044/finale.py,235,16.892911010558066,8,72,2,4,textGame_keywords,summer cs5 2024 section 1,520241
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_298516827/Final.py,243,15.129811996418985,16,66,3,8,picoBot,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294703883/final.py,337,47.691792294807364,16,123,3,6,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_297596919/final.py,139,21.932299012693935,7,48,3,5,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_296776844/final.py,276,8.570071258907364,12,110,2,6,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295430682/final.py,471,59.268339892896314,25,147,4,7,gameOfLife,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294518279/finale.py,150,25.830842271848077,5,58,4,6,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295550538/final.py,328,20.784241531664215,18,58,3,7,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295454130/final.py,217,18.772260632725747,10,98,3,7,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294871344/final.py,217,16.239130434782613,4,114,2,5,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_298515658/richardchiu+thomaschiu_VpythonProject.py,131,1.9849418206707714,8,49,2,4,vPython,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/summer cs5 2024 section 1/submission_256984069/final.py,922,11.066586522406997,16,41,2,4,vPython,summer cs5 2024 section 1,520241
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295224666/Textmodel.py,406,32.623682076236825,15,66,3,7,textID,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_298336757/blackjack.py,460,7.628218261285258,8,122,3,6,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295438145/final.py,99,19.808743169398912,3,22,2,4,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/summer cs5 2024 section 2/submission_258406939/final.py,530,21.58396353465244,9,38,1,4,vPython,summer cs5 2024 section 2,520242
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294933914/final.py,293,28.55069834935606,15,133,3,5,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_298404398/hmc5firstsemfinal/game.py,186,2.414398595259004,8,78,3,5,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/summer cs5 2024 section 1/submission_256824330/final.py,312,32.68876611418048,7,46,2,5,vPython,summer cs5 2024 section 1,520241
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294887726/final.py,341,35.07403906742282,10,66,2,5,vPython,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_298546508/word.py,344,36.921624173748825,14,69,3,7,textID,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294202302/final.py.py,328,40.5387585947066,3,51,2,3,vPython,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294578909/final.py,442,20.370370370370374,16,76,2,7,vPython,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294251249/final.py,566,43.83040032931975,25,134,3,6,gameOfLife,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295394384/final.py,153,21.735776277724206,13,38,3,6,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295380322/final.py,167,13.624324610657911,4,42,2,5,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_298515760/richardchiuthomaschiu_VpythonProject.py,131,1.9849418206707714,8,49,2,4,vPython,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295480473/final.py,258,45.42104692749539,4,46,1,4,vPython,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294422198/final.py,144,11.958946898705936,9,56,4,5,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295666802/starter.py,49,0.0,3,12,1,6,picoBot,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295107593/final.py,157,20.060483870967737,16,32,3,6,textID,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_294636861/final.py,378,27.02155741311043,9,54,2,4,vPython,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/summer cs5 2024 section 2/submission_258424713/final.py,141,0.1123090745732247,6,31,3,4,textGame_keywords,summer cs5 2024 section 2,520242
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295494493/final.py,285,27.71815622800844,18,106,3,8,picoBot,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_295408606/final.py,303,5.649404597064523,2,175,1,4,textGame_keywords,2024 post llm cs5,20245
/Users/yuan/Desktop/Work/School/Research/CS5 DATA/post-LLM data/cs5/2024 post llm cs5/submission_293572105/final.py,653,13.600565904267858,21,240,3,6,textGame_keywords,2024 post llm cs5,20245
