File Name,LOC,Comment Percentage,Docstring Percentage,Blank Percentage,Number Of Functions,Average Function Length,Number of Loops,Average Loop Length,CycloComplexity,Max Depth,Execution Time,Class,Semester,Year
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40227394/final|FP_SARIMAX.py,221,1.809954751131222,0.0,32.57918552036199,1,13.0,2,2.0,8,1,1.3495051860809326,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38747622/textmodel.py,375,14.933333333333335,21.866666666666667,15.2,17,16.176470588235293,11,5.181818181818182,82,3,1.2932422161102295,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40216499/picStuff.py,38,18.421052631578945,10.526315789473683,23.684210526315788,1,10.0,2,6.0,6,1,1.2790632247924805,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40209991/finalprojtest1.py,103,13.592233009708737,0.0,23.300970873786408,8,5.75,3,5.333333333333333,10,1,1.2708477973937988,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38755398/final.py,558,16.666666666666664,15.232974910394265,13.799283154121863,20,17.65,12,5.333333333333333,98,3,1.2641499042510986,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40181991/titanic.py,145,38.62068965517241,3.4482758620689653,24.137931034482758,1,5.0,3,4.666666666666667,8,1,1.4813520908355713,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38739219/game.py,317,7.570977917981073,5.993690851735016,17.665615141955836,7,40.285714285714285,3,21.333333333333332,51,2,1.3063101768493652,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40182029/message_extraction.py,186,27.419354838709676,5.913978494623656,26.344086021505376,0,0,3,9.333333333333334,31,0,1.281538724899292,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40209991/finalprojpart2.py,778,15.809768637532134,9.511568123393316,6.298200514138817,29,22.93103448275862,53,7.943396226415095,193,3,1.2486839294433594,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40181991/iris.py,123,36.58536585365854,4.878048780487805,26.82926829268293,1,8.0,2,5.5,6,1,1.4363088607788086,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38746670/finalproject.py,297,8.754208754208754,23.905723905723907,12.121212121212121,16,16.125,22,6.409090909090909,84,4,1.3522729873657227,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40179638/finalproject/final|SamsungFInal.py,183,15.300546448087433,13.114754098360656,21.85792349726776,1,2.0,1,9.0,4,1,1.4552297592163086,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38738353/FP.py,248,8.46774193548387,10.483870967741936,14.516129032258066,9,24.333333333333332,3,13.333333333333334,35,2,1.2578637599945068,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40164513/process_dataset.py,87,21.839080459770116,22.988505747126435,17.24137931034483,4,15.75,6,2.5,20,1,1.2951467037200928,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40173899/seq_data_gen.py,3,0.0,0.0,66.66666666666666,0,0,0,0,2,0,1.2820520401000977,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38729000/finalProject.py,217,11.52073732718894,11.52073732718894,15.668202764976957,9,19.88888888888889,4,21.5,46,2,1.3031198978424072,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40181991/war.py,229,32.751091703056765,5.676855895196507,26.637554585152838,3,11.666666666666666,6,4.666666666666667,20,1,1.3264687061309814,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40209991/finalprojpart3.py,451,30.376940133037696,9.090909090909092,17.516629711751662,7,26.428571428571427,7,18.857142857142858,24,2,1.3822238445281982,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40164513/knn_final.py,202,19.801980198019802,35.148514851485146,21.287128712871286,4,17.0,11,3.8181818181818183,40,2,1.32920503616333,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38803439/Hangman.py,239,12.133891213389122,9.205020920502092,17.99163179916318,8,25.125,5,19.4,39,2,1.2535359859466553,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40161313/cartpole_tflearn.py,185,15.135135135135137,3.2432432432432434,24.864864864864867,4,27.0,7,17.428571428571427,34,2,1.2234828472137451,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40231078/mask_detection.py,249,35.7429718875502,6.024096385542169,24.497991967871485,3,19.0,4,48.75,26,1,1.2430429458618164,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40179638/finalproject/.ipynb_checkpoints/final|final_aapl-checkpoint.py,144,16.666666666666664,0.0,25.0,1,2.0,1,8.0,4,1,1.4256958961486816,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40216499/artscrapper.py,108,3.7037037037037033,0.0,14.814814814814813,3,16.0,0,0,8,2,1.2729010581970215,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38740523/Finalproject.py,157,10.828025477707007,15.286624203821656,22.29299363057325,9,13.444444444444445,3,18.333333333333332,31,2,1.3186819553375244,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38792115/textmodel.py,449,12.47216035634744,14.92204899777283,16.258351893095767,16,18.1875,10,5.7,74,3,1.268110990524292,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_39017569/finalproject.py,158,15.18987341772152,3.1645569620253164,0.6329113924050633,1,156.0,3,54.666666666666664,39,1,1.2979369163513184,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38747622/porter.py,375,4.266666666666667,34.93333333333333,10.933333333333334,17,18.764705882352942,5,7.4,240,2,1.3047142028808594,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40161313/cartpole_keras.py,185,15.135135135135137,3.2432432432432434,23.243243243243246,4,26.25,7,17.428571428571427,34,2,1.2327606678009033,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38732251/textmodel.py,283,9.187279151943462,28.621908127208478,13.780918727915195,15,15.066666666666666,11,5.0,49,3,1.2238960266113281,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38747831/finalproject.py,400,21.25,10.0,19.75,11,6.181818181818182,21,18.047619047619047,147,1,1.2271349430084229,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38793632/finalproject.py,366,25.40983606557377,24.59016393442623,16.120218579234972,15,12.666666666666666,12,5.166666666666667,52,3,1.2049198150634766,CS5,s2020,2020
