File Name,LOC,Comment Percentage,Docstring Percentage,Empty Percentage,Number Of Functions,Number of Loops,CycloComplexity,Average Function Length,Max Depth,Execution Time,Weeks Covered,Class,Semester,Year
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26629138/final.py,366,11.202,15.027322404371583,20.21857923497268,15,90,24.4,10,3,1.268,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26631075/final.py,611,11.293,25.368248772504092,10.310965630114566,28,228,21.821428571428573,33,3,1.284,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18267542/database.py,121,0.0,0.0,10.743801652892564,8,34,15.125,10,3,1.291,6,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18075840/final|FinalProjectCodeGAUMER.py,529,7.561,0.0,24.38563327032136,0,8,0.0,3,0,1.308,3,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26641145/final.py,986,4.564,11.663286004056795,9.127789046653144,32,558,30.8125,61,4,1.288,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26558535/final.py,478,8.577,27.824267782426777,12.133891213389122,26,178,18.384615384615383,25,4,1.31,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18038325/2_cleanup.py,23,21.739,17.391304347826086,26.08695652173913,0,2,0.0,0,0,1.287,2,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26595519/final.py,422,3.791,22.748815165876778,14.218009478672986,26,184,16.23076923076923,31,3,1.306,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_17522223/project/create_data.py,66,4.545,36.36363636363637,24.24242424242424,3,10,22.0,4,2,1.307,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18081011/BasketballPredictorFinal/defEffenciencies.py,1,0.0,0.0,0.0,0,2,0.0,0,0,1.279,2,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26639951/Connect4.py,452,7.965,17.920353982300885,9.29203539823009,26,208,17.384615384615383,27,3,1.282,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26642810/final.py,584,8.39,24.65753424657534,12.5,27,213,21.62962962962963,38,4,1.322,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26668662/final.py,278,6.475,20.503597122302157,14.028776978417264,14,66,19.857142857142858,15,4,1.281,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26626387/final.py,459,5.882,25.70806100217865,17.21132897603486,27,167,17.0,30,2,1.278,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26420218/final.py,503,5.169,19.08548707753479,12.127236580516898,22,195,22.863636363636363,36,4,1.261,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26583591/finalproject/porter.py,357,4.482,34.45378151260504,10.92436974789916,17,241,21.0,5,2,1.33,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26556283/final.py,346,13.006,19.36416184971098,23.699421965317917,14,64,24.714285714285715,-1,3,1.305,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18058118/__init__.py,13,100.0,0.0,0.0,0,2,0.0,0,0,1.263,1,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18077102/miscFuns.py,311,17.685,18.971061093247588,26.366559485530544,7,75,44.42857142857143,9,2,1.286,6,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18052517/Final Project/final|March Madness 2017.py,842,21.021,0.831353919239905,16.6270783847981,25,76,33.68,17,4,1.282,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26666517/final.py,416,6.731,29.086538461538463,13.701923076923078,20,149,20.8,24,3,1.286,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26663907/Final_Project_Garg.py,238,11.345,4.621848739495799,14.285714285714285,14,64,17.0,13,4,1.276,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26639299/final.py,288,17.361,27.77777777777778,12.84722222222222,15,67,19.2,10,4,1.256,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26581435/final.py,465,7.312,19.13978494623656,19.13978494623656,27,171,17.22222222222222,31,3,1.27,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18231803/FinalProjectScript.py,163,13.497,9.202453987730062,42.944785276073624,2,20,81.5,5,1,1.274,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18052517/Final Project/March-Madness-2017-master/.ipynb_checkpoints/final|Applying Deep Learning-checkpoint.py,106,5.66,0.0,23.58490566037736,2,14,53.0,3,1,1.281,4,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18005767/Final/finalsoup.py,176,8.523,10.227272727272728,11.363636363636363,5,40,35.2,13,2,1.366,6,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26632861/final.py,478,8.996,22.594142259414227,24.476987447698743,24,171,19.916666666666668,24,4,1.282,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26622508/porter.py,375,4.267,34.93333333333333,10.933333333333334,17,240,22.058823529411764,5,2,1.268,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18085971/melody.py,26,0.0,0.0,3.8461538461538463,1,18,26.0,4,1,1.282,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18048462/summarizer.py,404,5.941,10.891089108910892,8.91089108910891,8,46,50.5,-1,3,1.386,7,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26667659/final.py,248,10.484,11.29032258064516,13.709677419354838,14,76,17.714285714285715,8,3,1.265,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26385995/porter.py,375,4.267,34.93333333333333,10.933333333333334,17,240,22.058823529411764,5,2,1.296,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26555079/final.py,522,7.663,24.71264367816092,11.685823754789272,25,172,20.88,24,3,1.29,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26475440/final.py,439,6.834,29.38496583143508,15.717539863325742,25,159,17.56,26,3,1.315,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18043429/progress.py,191,0.524,6.282722513089005,17.277486910994764,5,54,38.2,-1,2,1.31,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18081011/BasketballPredictorFinal/getData.py,123,7.317,8.130081300813007,8.130081300813007,5,31,24.6,6,3,1.351,6,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18079062/cs35finalproject-master/main.py,72,4.167,27.77777777777778,18.055555555555554,8,6,9.0,-1,2,1.267,2,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18076817/flappym.py,359,22.841,19.77715877437326,9.47075208913649,24,34,14.958333333333334,3,5,1.284,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_17522223/project/make_images.py,91,13.187,28.57142857142857,15.384615384615383,6,21,15.166666666666666,7,2,1.253,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26639298/final.py,352,25.568,5.681818181818182,23.011363636363637,8,59,44.0,5,2,1.297,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18079062/cs35finalproject-master/snake.py,162,3.086,29.01234567901235,17.28395061728395,9,30,18.0,3,2,1.28,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26566795/final.py,237,8.439,25.31645569620253,11.81434599156118,14,56,16.928571428571427,12,3,1.244,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26639570/final.py,557,13.645,20.287253141831236,16.696588868940754,30,187,18.566666666666663,29,5,1.306,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18058118/task.py,208,14.904,1.9230769230769231,13.461538461538462,2,21,104.0,0,1,1.279,4,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26581661/final.py,322,32.298,15.527950310559005,23.29192546583851,11,46,29.272727272727273,1,2,1.294,4,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26637566/final.py,328,30.793,8.841463414634147,26.52439024390244,8,79,41.0,3,2,1.252,4,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26643616/Final.py,554,13.538,18.050541516245488,17.328519855595665,31,219,17.870967741935484,33,3,1.307,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26638029/final.py,397,5.038,26.448362720403026,12.34256926952141,25,160,15.88,20,3,1.283,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26639856/final.py,397,25.693,16.120906801007557,13.85390428211587,18,43,22.055555555555557,-1,2,1.299,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26563402/final.py,446,8.969,19.730941704035875,14.125560538116591,28,175,15.928571428571429,33,3,1.274,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18052517/Final Project/March-Madness-2017-master/.ipynb_checkpoints/final|Predictions for 2017 Bracket-checkpoint.py,438,2.74,1.5981735159817352,16.894977168949772,13,39,33.69230769230769,6,4,1.28,4,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26622227/final.py,337,5.638,15.43026706231454,13.353115727002969,15,90,22.466666666666665,10,3,1.299,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26668805/final.py,295,2.712,39.32203389830509,9.152542372881356,17,66,17.352941176470587,21,3,1.283,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26673955/final.py,270,9.63,4.074074074074074,27.03703703703704,8,67,33.75,11,2,1.267,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26665819/final.py,560,4.107,21.785714285714285,20.17857142857143,27,223,20.74074074074074,36,4,1.273,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18261441/gestureControl.py,28,21.429,0.0,32.142857142857146,0,14,0.0,1,0,1.261,3,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26580400/final.py,610,12.459,23.770491803278688,18.688524590163937,27,204,22.59259259259259,27,2,1.314,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26636460/final.py,308,26.623,12.337662337662335,14.285714285714285,11,69,28.0,4,2,1.272,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_17522223/project/ML_knn.py,157,50.318,0.0,26.11464968152866,0,12,0.0,1,0,1.296,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26668266/final.py,203,8.374,21.182266009852217,11.822660098522167,18,63,11.27777777777778,20,4,1.285,8,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26629705/final.py,497,7.847,19.718309859154928,19.3158953722334,26,173,19.115384615384617,30,3,1.263,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26630447/final.py,293,56.655,8.19112627986348,14.675767918088736,7,84,41.857142857142854,1,2,1.314,4,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26533271/final.py,515,8.932,25.631067961165048,11.45631067961165,25,187,20.6,40,3,1.26,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26667616/final.py,296,6.081,40.54054054054054,8.445945945945946,19,60,15.578947368421051,22,4,1.263,8,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18058118/util.py,50,32.0,16.0,16.0,2,4,25.0,0,1,1.235,2,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/scriptCompile.py,88,17.045,15.909090909090908,17.045454545454543,4,30,22.0,-1,1,1.294,5,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26424416/final.py,339,5.31,20.058997050147493,13.274336283185844,18,148,18.833333333333332,29,3,1.258,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26631035/csfinal.py,353,9.632,20.679886685552407,21.246458923512748,14,56,25.214285714285715,-1,4,1.29,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26647851/final.py,258,13.566,22.093023255813954,15.11627906976744,14,50,18.428571428571427,9,3,1.296,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26594762/final.py,571,9.982,17.68826619964974,11.033274956217165,30,247,19.033333333333335,32,4,1.265,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18085971/project.py,248,35.484,36.29032258064516,14.112903225806454,8,28,31.0,-1,3,1.432,7,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26667616/final_plus_turtle.py,315,6.667,36.82539682539683,10.158730158730158,19,58,16.57894736842105,21,4,1.289,8,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26638206/final.py,611,5.074,16.366612111292962,13.58428805237316,25,251,24.44,28,4,1.263,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18077102/Beatboxing_Detection.py,733,22.51,12.687585266030013,26.73942701227831,14,138,52.357142857142854,17,3,1.277,7,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26605470/final.py,427,8.665,21.07728337236534,14.519906323185012,27,167,15.814814814814817,32,3,1.267,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26647159/final.py,523,13.384,19.311663479923517,13.001912045889105,26,172,20.115384615384617,30,3,1.305,6,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2019/submission_26466500/porter.py,375,4.267,34.93333333333333,10.933333333333334,17,240,22.058823529411764,5,2,1.274,7,CS5,s2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18077102/multiML.py,241,24.066,9.95850622406639,23.236514522821576,3,50,80.33333333333333,-1,3,1.306,5,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_sp2019/submission_18077443/predict.py,72,27.778,0.0,19.444444444444446,0,4,0.0,0,0,1.317,3,CS35,sp2019,2019
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40161313/cartpole_tflearn.py,185,15.135,3.243243243243243,24.864864864864867,4,34,46.25,7,2,1.256,5,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40179638/finalproject/.ipynb_checkpoints/final|final_aapl-checkpoint.py,144,16.667,0.0,25.0,1,4,144.0,1,1,1.251,4,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38746670/finalproject.py,297,8.754,23.905723905723907,12.12121212121212,16,84,18.5625,22,4,1.292,5,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40216499/picStuff.py,38,18.421,10.526315789473683,23.684210526315788,1,6,38.0,2,1,1.244,4,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40161313/cartpole_keras.py,185,15.135,3.243243243243243,23.24324324324325,4,34,46.25,7,2,1.266,5,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40164513/knn_final.py,202,19.802,35.148514851485146,21.287128712871286,4,40,50.5,11,2,1.281,5,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40169377/Final project.py,124,4.032,3.225806451612903,15.32258064516129,0,20,0.0,-1,0,1.499,5,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40231078/mask_detection.py,249,35.743,6.024096385542169,24.497991967871485,3,26,83.0,4,1,1.287,5,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40173899/seq_data_gen.py,3,0.0,0.0,66.66666666666666,0,2,0.0,0,0,1.255,1,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38729000/finalProject.py,217,11.521,11.52073732718894,15.668202764976956,9,46,24.11111111111111,4,2,1.252,7,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40179638/finalproject/final|SamsungFInal.py,183,15.301,13.114754098360656,21.85792349726776,1,4,183.0,1,1,1.306,4,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38747275/final.py,395,7.089,27.088607594936708,20.759493670886076,20,89,19.75,21,3,,8,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40181991/war.py,229,32.751,5.676855895196507,26.63755458515284,3,20,76.33333333333333,6,1,1.249,7,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38747622/textmodel.py,375,14.933,21.866666666666667,15.2,17,82,22.058823529411764,11,3,1.292,7,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40216499/artscrapper.py,108,3.704,0.0,14.814814814814811,3,8,36.0,0,2,1.306,2,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38738353/FP.py,248,8.468,10.483870967741936,14.516129032258066,9,35,27.555555555555557,3,2,1.278,5,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38755398/porter.py,375,4.267,34.93333333333333,10.933333333333334,17,240,22.058823529411764,5,2,1.318,7,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38793632/finalproject.py,366,25.41,24.59016393442623,16.120218579234972,15,52,24.4,12,3,1.293,7,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38732251/textmodel.py,283,9.187,28.62190812720848,13.780918727915196,15,49,18.866666666666667,-1,3,1.282,7,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40181991/iris.py,123,36.585,4.878048780487805,26.82926829268293,1,6,123.0,2,1,1.266,5,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40221356/finalproject.py,264,12.879,14.772727272727272,18.181818181818183,7,42,37.714285714285715,-1,2,1.257,6,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40181991/titanic.py,145,38.621,3.4482758620689653,24.13793103448276,1,8,145.0,3,1,1.31,6,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38747622/porter.py,375,4.267,34.93333333333333,10.933333333333334,17,240,22.058823529411764,5,2,1.281,7,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40173899/oeis_processor.py,47,0.0,0.0,12.76595744680851,5,10,9.4,0,2,1.305,3,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40179638/finalproject/final|final_aapl.py,188,17.021,12.76595744680851,22.340425531914892,1,4,188.0,1,1,1.319,4,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38767563/finalproject.py,836,16.148,23.80382775119617,17.822966507177032,32,302,26.125,-1,2,1.287,8,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40164513/process_dataset.py,87,21.839,22.988505747126435,17.24137931034483,4,20,21.75,6,1,1.239,5,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38740523/Finalproject.py,157,10.828,15.286624203821656,22.29299363057325,9,31,17.444444444444443,3,2,1.28,6,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38792115/textmodel.py,449,12.472,14.92204899777283,16.258351893095767,16,74,28.0625,-1,3,1.255,7,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38739219/game.py,317,7.571,5.993690851735016,17.665615141955836,7,51,45.285714285714285,3,2,1.332,5,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40156205/record.py,74,24.324,14.864864864864863,17.56756756756757,3,12,24.666666666666668,1,2,1.286,4,CS35,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38803439/Hangman.py,239,12.134,9.205020920502092,17.99163179916318,8,39,29.875,-1,2,1.291,6,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38730438/final.py,199,10.05,26.13065326633166,26.633165829145728,9,32,22.11111111111111,2,2,1.242,5,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments prellm/submissions_cs5_s2020/submission_38747831/finalproject.py,400,21.25,10.0,19.75,11,147,36.36363636363637,21,1,1.388,4,CS5,s2020,2020
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS35-Data/assignments prellm/submissions_cs35_s2020/submission_40209991/finalprojtest1.py,103,13.592,0.0,23.300970873786408,8,10,12.875,3,1,1.263,7,CS35,s2020,2020
