File Name,LOC,Comment Percentage,Docstring Percentage,Blank Percentage,Number Of Functions,Average Function Length,Number of Loops,Average Loop Length,CycloComplexity,Max Depth,Execution Time,Class,Semester,Year
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219103366/final.py,443,13.769751693002258,37.24604966139955,34.31151241534989,13,27.076923076923077,4,16.75,48,3,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219204632/bigD.py,1,0.0,0.0,0.0,0,0,0,0,2,0,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219204632/dictnry.py,1,0.0,0.0,0.0,0,0,0,0,2,0,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219204632/final.py,1529,2.092871157619359,4.381948986265534,24.13342053629823,65,20.153846153846153,52,34.42307692307692,381,5,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219204632/prompts.py,834,0.1199040767386091,100.83932853717026,0.7194244604316548,1,7.0,1,3.0,6,1,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219236685/final.py,956,25.732217573221757,4.602510460251046,16.631799163179917,16,39.6875,1,117.0,99,2,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219241907/final.py,407,18.181818181818183,5.405405405405405,25.7985257985258,10,21.3,1,84.0,51,2,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219250177/porter.py,375,4.266666666666667,34.93333333333333,10.933333333333334,17,18.764705882352942,5,7.4,240,2,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219250177/starter.py,391,24.04092071611253,14.578005115089516,24.296675191815854,15,17.4,9,8.88888888888889,50,3,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219264026/final.py,114,4.385964912280701,0.0,17.543859649122805,10,7.6,6,5.5,42,3,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219265322/final.py,114,4.385964912280701,0.0,17.543859649122805,10,7.6,6,5.5,42,3,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219268030/final.py,458,27.510917030567683,10.698689956331878,22.707423580786028,13,13.615384615384615,4,11.75,51,2,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_219275570/finalproject.py,121,4.958677685950414,23.96694214876033,15.702479338842975,9,8.11111111111111,4,3.25,24,4,-3.0,CS5,s2023,2023
/Users/summer-2024/Desktop/code metrics 25/All-Data/CS5-Data/assignments postllm/submissions_cs5_s2023/submission_220884398/final_project (2).py,697,26.82926829268293,7.4605451936872305,31.850789096126253,16,13.625,2,71.5,90,2,-3.0,CS5,s2023,2023
